,decile_score,Race,age,juv_fel_count,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,days_in_jail,c_charge_degree
4155,1,White,0,0,0,0,0,1.0,1.0,False
38,1,Non-White,1,0,0,0,7,1.0,2.0,False
4817,1,Non-White,1,0,0,0,1,1.0,1.0,True
3367,1,White,0,0,0,1,1,1.0,237.0,False
3643,1,Non-White,1,0,0,0,5,1.0,1.0,False
4216,1,Non-White,1,0,0,0,0,1.0,1.0,False
636,1,Non-White,1,0,0,0,0,0.0,37.0,False
3226,1,White,1,0,0,0,0,1.0,1.0,True
103,1,Non-White,0,0,0,0,1,1.0,1.0,False
2185,1,Non-White,1,0,0,0,0,3.0,1.0,False
3660,1,White,1,0,0,0,3,3.0,2.0,True
1191,1,Non-White,0,0,0,0,0,1.0,2.0,False
3863,1,Non-White,0,0,0,0,0,0.0,2.0,False
1330,1,White,1,0,0,0,2,1.0,0.0,False
3862,1,Non-White,0,0,0,1,1,1.0,1.0,False
2581,0,Non-White,1,0,0,0,2,0.0,19.0,False
5792,0,Non-White,1,0,0,0,9,1.0,27.0,True
1106,1,Non-White,1,0,0,0,4,1.0,1.0,True
3615,1,Non-White,1,0,0,0,12,0.0,35.0,False
728,1,Non-White,0,0,1,0,5,1.0,2.0,False
5408,1,White,1,0,0,0,0,1.0,3.0,False
2661,1,Non-White,0,0,0,1,1,1.0,1.0,False
1553,1,White,1,0,0,0,3,1.0,1.0,True
4112,1,Non-White,0,0,0,0,2,1.0,1.0,False
2074,1,Non-White,0,1,0,1,1,1.0,1.0,False
948,0,Non-White,1,0,0,0,16,2.0,1.0,False
3171,1,White,1,0,0,0,3,0.0,0.0,False
3915,1,Non-White,1,0,0,0,1,2.0,1.0,False
5495,1,Non-White,0,0,0,0,2,1.0,1.0,False
3238,1,Non-White,1,0,0,0,0,1.0,1.0,False
5864,1,Non-White,0,0,0,0,9,1.0,43.0,False
5233,1,Non-White,0,0,0,0,10,18.0,1.0,False
4650,1,White,1,0,0,0,0,6.0,1.0,True
69,1,Non-White,1,0,0,0,0,1.0,1.0,False
1726,1,Non-White,0,0,0,0,0,1.0,1.0,True
5994,1,White,1,0,0,0,0,0.0,36.0,False
4643,1,Non-White,0,0,0,0,0,1.0,2.0,True
5014,1,White,1,0,0,0,0,1.0,1.0,False
3859,0,Non-White,1,0,0,0,17,2.0,1.0,False
1300,0,Non-White,0,0,0,0,11,1.0,1.0,False
5220,1,Non-White,0,0,0,0,8,1.0,50.0,False
1338,1,Non-White,1,0,0,0,1,1.0,2.0,False
268,0,Non-White,0,0,0,0,7,1.0,1.0,False
2423,1,Non-White,0,0,0,0,2,1.0,4.0,False
3974,1,White,1,0,0,0,4,0.0,17.0,True
3747,1,White,1,0,0,0,0,1.0,1.0,False
1785,0,White,0,0,0,0,0,1.0,37.0,False
3362,0,Non-White,1,0,0,2,11,0.0,0.0,False
4908,1,White,1,0,0,0,0,1.0,1.0,True
5104,0,Non-White,0,0,0,0,1,1.0,36.0,False
6073,1,Non-White,0,0,0,0,0,1.0,5.0,True
2455,1,Non-White,1,0,0,0,0,1.0,2.0,False
5117,1,Non-White,0,0,0,0,2,1.0,18.0,True
2807,1,Non-White,0,0,0,0,0,1.0,2.0,False
5832,1,White,1,0,0,0,0,1.0,1.0,False
1976,1,White,0,0,0,0,0,0.0,3.0,False
2682,0,White,0,0,0,0,0,1.0,1.0,True
5376,1,Non-White,0,0,0,0,0,1.0,25.0,False
2879,1,Non-White,0,0,0,0,0,1.0,1.0,False
2218,1,White,1,0,0,0,6,1.0,10.0,True
4882,1,White,0,0,0,0,0,3.0,0.0,False
835,1,Non-White,0,0,0,0,2,1.0,6.0,False
1073,1,Non-White,0,0,0,0,0,0.0,0.0,True
3830,1,Non-White,0,0,0,0,0,1.0,1.0,False
4301,1,Non-White,0,0,0,0,0,1.0,1.0,False
2777,1,White,1,0,2,1,10,1.0,7.0,False
3933,1,White,0,0,0,0,2,1.0,9.0,False
688,1,Non-White,1,0,0,0,7,1.0,1.0,False
6077,1,Non-White,0,0,0,0,2,1.0,10.0,False
994,1,White,1,0,0,0,0,1.0,1.0,True
1530,1,Non-White,0,0,0,0,0,1.0,0.0,False
180,1,White,1,0,0,0,7,1.0,1.0,False
2953,1,Non-White,0,0,0,0,0,0.0,3.0,False
2106,1,White,0,0,0,0,0,0.0,1.0,True
1493,1,White,1,0,1,0,3,0.0,0.0,False
1140,0,Non-White,1,0,0,0,2,0.0,109.0,True
1723,1,Non-White,0,0,0,0,0,1.0,50.0,False
3050,1,Non-White,0,0,0,0,1,1.0,2.0,False
183,1,White,1,0,0,0,0,1.0,1.0,True
3138,1,Non-White,0,0,0,0,4,1.0,1.0,True
4046,1,White,1,0,0,0,3,1.0,12.0,False
4291,1,Non-White,1,0,0,0,2,0.0,0.0,False
3271,0,Non-White,0,0,0,1,16,1.0,1.0,False
3997,0,Non-White,1,0,0,0,3,1.0,1.0,True
6157,1,Non-White,1,0,0,0,4,1.0,1.0,False
4782,1,Non-White,0,0,0,0,0,0.0,1.0,True
4892,1,Non-White,1,0,0,0,1,21.0,16.0,True
2190,1,Non-White,1,0,0,0,8,0.0,2.0,False
2275,1,White,0,0,0,0,4,1.0,4.0,False
6023,1,White,1,0,0,0,1,1.0,1.0,True
1168,1,White,1,0,0,0,0,1.0,1.0,True
4595,1,Non-White,0,0,0,0,0,1.0,1.0,False
1400,1,Non-White,0,0,2,0,21,1.0,1.0,False
5044,1,Non-White,1,0,0,0,0,0.0,77.0,True
1091,1,Non-White,1,0,0,0,2,1.0,2.0,False
4827,1,Non-White,1,0,0,0,6,1.0,1.0,False
2597,0,Non-White,1,0,0,0,0,1.0,5.0,False
700,1,Non-White,0,0,0,0,3,0.0,2.0,True
989,1,Non-White,0,0,0,0,0,0.0,0.0,False
5617,1,Non-White,1,0,1,0,6,27.0,49.0,True
918,1,Non-White,0,0,0,0,1,1.0,1.0,False
3220,1,Non-White,1,0,0,0,13,1.0,1.0,False
1256,1,Non-White,0,0,0,0,2,1.0,49.0,False
131,1,Non-White,1,0,0,0,13,1.0,2.0,False
466,1,Non-White,1,0,0,0,6,1.0,144.0,False
421,1,White,0,0,0,0,1,1.0,1.0,True
4652,1,Non-White,1,0,0,0,0,1.0,3.0,False
3639,1,Non-White,1,0,0,0,0,1.0,1.0,False
6006,0,White,1,0,0,0,4,1.0,0.0,False
3557,0,Non-White,1,0,0,1,8,1.0,11.0,False
3186,1,Non-White,1,10,0,0,14,1.0,174.0,False
3465,1,White,0,0,1,0,3,1.0,1.0,True
5879,1,White,0,0,0,0,1,1.0,1.0,True
2229,1,White,0,0,0,0,2,1.0,1.0,False
3172,1,Non-White,1,0,0,0,0,1.0,1.0,True
2789,0,Non-White,1,0,0,0,14,1.0,41.0,False
30,1,Non-White,1,0,0,0,7,1.0,4.0,False
4968,1,White,0,0,0,0,0,0.0,1.0,True
1975,1,White,1,0,0,0,2,1.0,1.0,False
4102,1,Non-White,0,0,0,0,0,1.0,1.0,False
5029,1,Non-White,1,0,0,0,3,1.0,2.0,True
4691,1,Non-White,1,0,0,0,2,1.0,2.0,False
3515,0,Non-White,0,0,0,0,7,1.0,200.0,False
3175,1,White,0,0,0,0,0,1.0,1.0,True
2302,1,Non-White,0,0,0,0,1,10.0,2.0,False
3246,0,Non-White,0,0,0,4,8,1.0,215.0,False
5735,1,White,0,0,0,0,0,1.0,2.0,False
3590,1,Non-White,1,0,0,0,1,22.0,0.0,True
5268,0,White,0,0,0,0,2,16.0,1.0,False
495,1,White,0,0,0,0,0,0.0,0.0,True
6044,1,White,1,0,0,0,0,1.0,1.0,True
3100,1,White,1,0,0,0,0,1.0,1.0,True
2479,1,White,1,0,0,0,0,1.0,0.0,True
2135,1,Non-White,1,0,0,0,2,1.0,8.0,False
5160,1,Non-White,0,0,0,0,1,1.0,2.0,False
2625,1,Non-White,0,0,0,0,0,1.0,13.0,True
5440,1,Non-White,0,0,0,0,2,1.0,2.0,False
1121,1,Non-White,1,0,0,0,0,1.0,1.0,True
203,1,Non-White,0,0,0,0,4,0.0,0.0,False
751,1,Non-White,0,0,0,0,1,1.0,2.0,False
1138,1,White,1,0,0,0,6,25.0,0.0,False
3713,1,Non-White,1,0,0,0,21,6.0,6.0,True
3923,1,White,0,0,0,2,2,1.0,33.0,False
970,1,White,1,0,0,0,0,1.0,1.0,True
5275,1,White,1,0,0,0,1,1.0,1.0,True
2451,1,Non-White,0,0,0,0,0,2.0,1.0,True
978,1,White,0,0,1,0,1,1.0,1.0,True
3481,1,Non-White,0,0,0,0,0,0.0,3.0,False
5261,1,Non-White,1,0,0,0,0,1.0,1.0,True
2107,1,Non-White,1,0,0,0,1,0.0,0.0,True
340,1,Non-White,0,0,0,0,1,5.0,5.0,True
141,1,White,1,0,0,0,6,22.0,23.0,False
1559,1,White,1,0,0,0,0,1.0,1.0,True
2573,0,Non-White,0,0,0,0,7,1.0,4.0,False
5938,1,Non-White,0,0,1,0,1,1.0,1.0,True
3803,1,Non-White,1,0,0,0,0,0.0,0.0,True
6083,1,Non-White,0,0,0,0,2,1.0,1.0,False
4574,0,Non-White,1,3,0,0,16,1.0,1.0,False
1581,1,Non-White,0,0,0,0,0,0.0,0.0,True
2323,1,White,1,0,0,0,1,1.0,2.0,False
5557,0,Non-White,0,0,1,0,11,1.0,2.0,False
5486,1,Non-White,1,0,0,0,0,1.0,1.0,False
3694,1,Non-White,1,0,0,0,0,0.0,1.0,False
1175,1,White,1,0,0,0,2,1.0,1.0,True
301,1,White,1,0,0,0,0,1.0,1.0,True
3781,1,Non-White,0,0,0,0,0,1.0,1.0,True
893,1,Non-White,0,0,0,0,0,1.0,1.0,True
2516,1,White,0,0,0,0,10,7.0,0.0,False
4034,0,White,0,0,0,0,0,1.0,47.0,False
3484,1,White,1,0,0,0,0,1.0,1.0,True
4653,1,White,1,0,0,0,5,1.0,4.0,False
4320,0,Non-White,0,0,0,0,8,1.0,3.0,False
3017,1,Non-White,1,0,0,0,2,2.0,1.0,True
3942,1,Non-White,0,0,0,0,2,0.0,14.0,False
3028,1,White,0,0,0,0,5,1.0,102.0,False
4364,1,Non-White,1,0,0,0,0,1.0,1.0,False
1318,0,Non-White,0,0,1,3,14,0.0,0.0,False
1107,1,Non-White,0,0,0,0,0,1.0,1.0,True
5541,1,Non-White,1,0,1,0,3,0.0,0.0,False
1320,1,Non-White,1,0,0,0,24,0.0,3.0,False
17,1,Non-White,1,0,0,0,13,1.0,1.0,False
1848,0,White,0,0,0,0,4,8.0,55.0,True
1615,0,Non-White,1,0,1,0,13,1.0,1.0,False
5299,0,Non-White,0,0,1,0,2,1.0,23.0,False
1209,1,Non-White,0,0,0,0,1,1.0,28.0,False
4421,1,Non-White,1,0,0,0,2,13.0,7.0,False
4485,1,Non-White,0,0,0,0,2,1.0,4.0,True
755,1,Non-White,1,0,0,0,3,1.0,1.0,False
449,1,Non-White,0,0,1,0,6,1.0,4.0,False
2386,1,Non-White,0,0,0,0,0,16.0,31.0,False
2459,1,White,1,0,0,0,0,2.0,1.0,True
3572,1,Non-White,0,0,0,0,2,1.0,2.0,False
2989,1,White,0,0,0,0,0,0.0,1.0,True
3141,1,White,1,0,0,0,1,1.0,1.0,True
859,0,Non-White,0,0,0,0,11,1.0,2.0,True
1589,0,Non-White,0,0,0,0,3,1.0,42.0,False
5493,1,Non-White,0,0,0,0,0,4.0,4.0,False
4238,0,White,0,1,0,3,2,0.0,27.0,True
360,1,White,0,0,0,0,3,22.0,0.0,True
345,1,White,0,0,0,0,0,0.0,0.0,True
3738,1,White,0,0,0,0,2,12.0,11.0,True
1451,1,White,0,0,0,0,0,5.0,4.0,True
4539,1,White,1,0,0,0,0,1.0,0.0,True
5755,1,Non-White,0,0,0,0,6,1.0,1.0,False
7,1,White,0,0,0,0,0,1.0,1.0,False
1115,1,White,1,0,0,0,2,1.0,1.0,False
2434,1,Non-White,1,0,0,0,3,0.0,1.0,True
3054,0,Non-White,0,0,0,0,0,1.0,33.0,False
1879,1,Non-White,1,0,0,0,0,3.0,1.0,False
3958,1,Non-White,0,0,0,0,6,1.0,1.0,True
534,0,White,0,0,0,0,5,0.0,1.0,True
1000,0,White,0,0,0,0,11,3.0,35.0,False
2177,1,Non-White,1,2,0,0,11,1.0,1.0,False
4664,1,Non-White,1,0,0,0,8,1.0,14.0,False
4571,1,Non-White,1,0,0,0,1,18.0,1.0,False
1795,1,Non-White,0,0,0,0,0,1.0,1.0,True
5172,1,White,0,0,0,0,3,0.0,2.0,False
2461,1,White,1,0,0,0,1,1.0,2.0,False
4211,1,White,1,0,0,0,1,22.0,1.0,True
3336,1,White,1,0,0,0,0,1.0,1.0,True
404,1,White,1,0,0,0,4,1.0,1.0,False
1567,1,White,0,0,1,3,4,1.0,1.0,True
5903,1,Non-White,0,0,0,0,1,1.0,4.0,False
3849,1,Non-White,0,0,1,0,1,0.0,0.0,True
3669,1,White,1,0,0,0,8,26.0,24.0,True
5824,1,White,0,0,0,7,3,1.0,1.0,True
4948,1,White,1,0,0,0,9,2.0,1.0,True
2688,1,Non-White,1,0,0,0,1,1.0,1.0,False
2927,1,Non-White,1,0,0,0,1,1.0,1.0,False
3030,1,White,1,0,0,0,3,9.0,1.0,True
3574,1,White,0,0,0,0,6,2.0,68.0,False
2457,1,Non-White,1,0,0,0,6,1.0,2.0,False
2328,1,Non-White,0,0,0,0,0,0.0,11.0,False
5658,1,Non-White,1,0,0,0,1,7.0,63.0,False
3501,1,Non-White,1,0,0,1,9,1.0,23.0,True
5291,1,Non-White,1,0,0,0,0,0.0,1.0,False
4754,1,Non-White,0,0,0,0,1,19.0,18.0,False
4682,1,Non-White,1,0,0,0,4,1.0,2.0,False
1059,0,Non-White,1,0,0,0,4,1.0,354.0,False
3279,0,Non-White,1,2,2,1,19,1.0,180.0,False
3032,0,Non-White,0,0,0,0,1,1.0,4.0,False
1452,1,Non-White,0,0,0,0,3,27.0,27.0,False
1198,1,Non-White,1,0,0,0,0,0.0,1.0,True
954,1,Non-White,1,0,0,0,9,1.0,1.0,False
1608,0,Non-White,0,0,0,1,0,1.0,1.0,False
2119,1,White,0,0,1,1,1,1.0,1.0,True
4395,1,White,1,0,0,0,4,5.0,0.0,True
940,1,Non-White,0,0,0,0,3,1.0,1.0,False
2391,1,White,1,0,0,0,2,0.0,23.0,False
5510,1,White,0,0,0,0,6,0.0,2.0,True
5138,1,Non-White,0,0,0,0,0,1.0,1.0,False
2583,0,White,0,0,0,0,1,0.0,59.0,False
5420,1,Non-White,1,0,0,0,6,0.0,1.0,False
4577,1,Non-White,1,0,0,0,1,1.0,1.0,False
3447,1,Non-White,1,0,0,0,1,11.0,9.0,False
3158,1,Non-White,1,0,0,0,2,1.0,2.0,False
3780,0,Non-White,0,0,0,1,5,1.0,5.0,False
5836,1,White,1,0,0,0,0,1.0,1.0,False
2525,1,Non-White,1,0,0,0,20,1.0,2.0,False
457,0,White,0,0,0,1,9,23.0,10.0,True
3354,1,White,1,0,0,0,0,2.0,1.0,True
1537,1,White,1,0,0,0,0,1.0,0.0,True
3512,1,Non-White,0,0,0,0,1,1.0,2.0,False
2730,1,Non-White,0,0,0,0,0,1.0,4.0,True
1884,1,Non-White,1,0,0,0,0,1.0,1.0,False
2783,1,White,0,0,0,0,1,0.0,1.0,False
3832,0,White,0,0,0,0,3,1.0,3.0,False
4086,1,Non-White,1,0,0,0,0,1.0,1.0,True
3263,1,Non-White,0,0,0,0,2,1.0,1.0,True
6015,1,White,0,0,0,0,7,7.0,7.0,False
3596,1,White,1,0,0,0,3,3.0,1.0,False
669,1,White,1,0,0,0,0,0.0,5.0,True
3230,1,Non-White,1,0,0,0,1,1.0,1.0,True
4355,1,Non-White,0,0,0,0,0,1.0,1.0,False
1665,1,Non-White,1,0,0,0,0,1.0,1.0,False
2163,1,White,1,0,0,0,0,1.0,1.0,True
4,1,White,1,0,0,0,14,1.0,6.0,False
2270,1,Non-White,0,0,0,0,0,1.0,1.0,False
2554,1,Non-White,1,0,0,0,0,1.0,26.0,False
4772,1,Non-White,1,0,0,0,8,1.0,1.0,True
2610,0,White,1,0,0,0,20,0.0,46.0,False
225,0,Non-White,0,0,0,0,0,1.0,3.0,False
5531,0,Non-White,0,0,0,0,15,1.0,43.0,False
1063,0,Non-White,0,0,0,0,0,1.0,209.0,False
3417,1,White,0,0,0,0,0,1.0,1.0,False
85,1,Non-White,0,0,0,0,1,10.0,9.0,True
5053,1,Non-White,0,0,0,0,0,1.0,1.0,False
3470,1,Non-White,1,0,0,0,4,0.0,1.0,True
3592,0,Non-White,0,0,0,0,5,1.0,6.0,True
1719,1,White,1,0,0,0,0,1.0,116.0,False
3644,1,Non-White,0,0,0,0,1,1.0,99.0,True
3555,1,Non-White,0,0,1,0,1,1.0,33.0,False
4909,0,Non-White,0,6,0,0,8,1.0,1.0,True
2498,1,White,1,0,0,0,0,1.0,1.0,True
5986,1,Non-White,1,0,0,0,4,1.0,1.0,True
2363,0,White,0,0,1,1,2,1.0,12.0,False
4940,1,White,0,0,0,0,2,0.0,0.0,True
5588,1,Non-White,0,0,0,0,2,1.0,4.0,False
3192,1,Non-White,0,0,0,0,0,1.0,23.0,True
1116,1,Non-White,0,0,0,0,0,1.0,1.0,False
1045,1,Non-White,0,0,0,0,0,1.0,2.0,True
2823,1,Non-White,0,0,0,0,2,1.0,1.0,False
406,1,Non-White,1,0,0,0,4,1.0,32.0,False
3716,1,Non-White,0,0,0,0,1,0.0,0.0,False
515,1,White,1,0,0,0,0,0.0,0.0,True
5461,1,White,0,0,0,0,0,1.0,1.0,True
3006,0,Non-White,0,0,0,1,1,1.0,1.0,False
3106,0,Non-White,1,0,0,1,19,1.0,212.0,False
579,1,Non-White,0,0,0,1,0,1.0,1.0,False
5839,1,White,0,0,0,0,2,0.0,42.0,False
2153,1,Non-White,1,0,0,0,2,1.0,49.0,True
6031,1,Non-White,0,0,0,0,0,1.0,1.0,False
3767,1,Non-White,1,0,0,0,0,1.0,1.0,True
1981,1,White,1,0,0,0,4,2.0,1.0,False
4991,1,Non-White,0,0,0,0,7,0.0,2.0,False
3109,1,Non-White,1,0,0,0,1,1.0,1.0,False
2003,1,Non-White,0,0,0,0,2,10.0,10.0,False
2621,1,Non-White,1,0,0,0,0,1.0,1.0,True
3982,1,White,1,0,0,0,0,1.0,1.0,False
4553,0,Non-White,0,0,2,1,3,3.0,1.0,False
5581,1,Non-White,1,0,0,0,0,1.0,18.0,False
1698,1,Non-White,1,0,0,0,5,1.0,3.0,False
2642,1,White,0,0,0,2,1,1.0,2.0,False
364,1,Non-White,0,0,0,0,2,1.0,1.0,False
41,0,Non-White,1,1,0,4,13,1.0,1.0,False
24,1,Non-White,0,0,0,0,8,1.0,17.0,False
2254,1,White,1,0,0,0,0,2.0,1.0,True
5664,1,Non-White,0,0,0,0,2,0.0,0.0,True
3522,1,Non-White,0,0,0,0,0,1.0,1.0,True
1857,0,Non-White,0,0,0,0,3,0.0,34.0,False
664,1,White,0,0,0,0,0,0.0,3.0,False
2518,1,White,0,0,0,0,0,1.0,1.0,False
1252,1,White,0,0,0,0,0,1.0,1.0,False
1097,1,Non-White,1,0,0,0,0,1.0,1.0,False
3128,1,White,0,0,0,0,0,1.0,2.0,False
6122,1,Non-White,1,0,0,0,5,0.0,151.0,True
3703,1,Non-White,1,0,0,0,0,1.0,1.0,False
4229,1,Non-White,0,0,0,0,3,0.0,1.0,False
444,1,White,0,0,0,0,0,1.0,15.0,False
5336,1,Non-White,1,0,0,0,2,0.0,1.0,False
2835,1,Non-White,1,0,0,0,6,1.0,2.0,False
3257,1,Non-White,0,0,0,0,0,1.0,2.0,False
250,1,Non-White,0,0,0,0,0,1.0,1.0,False
1255,1,Non-White,0,0,0,0,0,0.0,1.0,True
2484,0,White,0,0,0,0,2,0.0,181.0,False
1637,1,Non-White,1,0,0,0,7,1.0,1.0,False
2313,1,Non-White,1,0,0,0,8,1.0,1.0,True
5028,1,Non-White,0,0,0,0,0,1.0,1.0,True
3140,0,Non-White,1,0,0,0,2,1.0,1.0,False
3819,0,Non-White,0,0,0,0,1,0.0,103.0,False
522,1,White,0,0,0,0,2,29.0,25.0,True
4411,1,Non-White,0,0,0,0,3,1.0,1.0,False
2036,1,Non-White,0,0,0,0,0,1.0,2.0,False
2864,1,Non-White,0,0,0,0,0,1.0,7.0,False
5973,1,Non-White,1,0,0,0,3,1.0,115.0,True
1427,1,Non-White,0,0,0,0,0,0.0,1.0,False
5997,0,Non-White,1,2,0,0,9,1.0,3.0,True
1474,1,White,1,0,0,0,4,0.0,7.0,False
5355,1,Non-White,1,0,0,0,5,1.0,301.0,False
181,0,Non-White,1,0,0,0,15,1.0,2.0,False
3281,1,White,0,0,0,0,0,0.0,1.0,True
130,1,Non-White,1,0,0,0,1,1.0,1.0,False
468,1,Non-White,1,0,0,0,0,1.0,17.0,False
581,1,Non-White,1,0,0,0,5,1.0,7.0,False
6132,1,Non-White,0,0,0,0,0,1.0,2.0,True
5090,1,Non-White,1,0,0,0,4,1.0,75.0,True
2258,1,Non-White,1,0,0,0,0,3.0,1.0,True
4775,1,White,0,0,0,3,0,0.0,1.0,False
5372,1,Non-White,1,0,0,0,9,0.0,0.0,False
108,1,White,1,0,0,0,6,4.0,0.0,False
2378,1,White,0,0,0,0,0,1.0,0.0,True
206,1,White,1,0,0,0,0,1.0,35.0,False
3258,1,White,0,0,0,0,2,1.0,1.0,False
2370,1,Non-White,0,0,0,0,0,1.0,1.0,False
34,1,White,0,0,0,0,0,0.0,0.0,True
6060,1,Non-White,1,0,0,0,0,1.0,1.0,False
2776,1,White,1,0,0,0,2,1.0,1.0,True
612,1,White,0,0,0,0,1,1.0,1.0,False
2253,1,Non-White,1,0,0,0,1,6.0,5.0,False
6036,1,Non-White,1,0,0,0,9,1.0,1.0,False
930,1,White,0,0,0,0,0,1.0,1.0,True
3353,1,White,0,0,0,0,0,1.0,1.0,True
5436,1,Non-White,0,0,0,1,0,1.0,1.0,True
5348,1,Non-White,0,0,1,0,2,1.0,8.0,False
481,0,Non-White,0,0,0,0,8,0.0,0.0,False
3798,1,Non-White,0,1,0,0,1,1.0,2.0,True
2367,0,Non-White,1,0,0,0,9,1.0,35.0,False
2436,0,Non-White,0,0,0,0,2,0.0,160.0,False
4860,1,Non-White,1,0,0,0,0,4.0,2.0,False
5766,1,Non-White,0,0,0,0,0,1.0,10.0,False
2950,1,Non-White,0,0,0,0,1,24.0,1.0,False
1248,0,Non-White,0,0,0,0,1,1.0,1.0,False
3667,1,Non-White,1,0,0,0,12,1.0,2.0,False
986,0,Non-White,0,0,0,0,9,1.0,1.0,False
5650,1,White,1,0,0,0,0,1.0,1.0,False
4728,1,Non-White,0,0,0,0,7,1.0,18.0,False
1704,1,Non-White,1,0,0,0,1,22.0,3.0,False
256,1,Non-White,1,0,0,0,2,1.0,8.0,False
5390,1,White,0,0,0,0,0,1.0,12.0,False
623,1,Non-White,0,0,0,0,0,3.0,1.0,False
1381,1,Non-White,1,0,0,0,2,1.0,1.0,False
5293,1,White,1,0,0,0,0,1.0,1.0,False
4123,1,Non-White,1,0,0,0,0,0.0,65.0,False
607,1,White,1,0,0,0,0,0.0,0.0,True
5499,1,White,1,0,0,0,1,9.0,1.0,True
3929,1,Non-White,0,0,0,0,0,1.0,1.0,False
3413,1,Non-White,0,0,0,0,4,1.0,1.0,False
1448,1,Non-White,1,0,0,0,3,1.0,1.0,False
5914,1,White,0,0,0,0,1,1.0,1.0,True
5684,1,White,1,0,0,0,0,0.0,0.0,False
5140,1,Non-White,1,0,0,0,2,0.0,1.0,False
5662,1,Non-White,1,0,0,0,0,1.0,1.0,True
3218,1,Non-White,0,0,0,0,6,1.0,1.0,True
2955,1,White,0,0,0,0,0,0.0,2.0,True
1202,0,Non-White,0,0,0,0,1,1.0,1.0,False
1092,1,White,1,0,0,0,0,1.0,3.0,True
5392,1,White,1,0,0,0,1,0.0,0.0,True
1875,1,Non-White,1,0,0,0,1,1.0,2.0,False
2822,1,Non-White,0,0,2,0,7,0.0,9.0,False
766,1,Non-White,0,0,0,0,3,1.0,2.0,True
4199,1,Non-White,1,0,0,0,4,4.0,2.0,False
2136,1,Non-White,0,0,0,0,1,1.0,23.0,False
5915,1,Non-White,1,0,0,0,3,1.0,70.0,True
3984,1,White,1,0,0,0,2,29.0,29.0,False
1426,1,White,1,0,0,0,8,10.0,9.0,False
2058,0,Non-White,1,0,0,0,8,1.0,43.0,False
2770,1,Non-White,0,0,1,0,2,6.0,1.0,False
3527,0,Non-White,0,0,0,0,9,0.0,0.0,False
1041,1,Non-White,1,0,0,0,12,1.0,1.0,False
2355,1,White,1,0,0,0,2,0.0,1.0,False
4254,0,Non-White,1,0,0,0,1,0.0,0.0,False
2283,1,White,0,0,0,0,0,1.0,1.0,True
4916,1,White,1,0,0,0,3,1.0,121.0,False
2503,0,Non-White,1,0,0,0,24,22.0,6.0,False
5723,1,Non-White,1,0,0,0,2,1.0,1.0,False
1922,1,Non-White,0,0,0,0,0,0.0,0.0,True
1150,1,Non-White,0,0,0,0,0,0.0,0.0,False
2552,1,White,0,0,0,0,0,1.0,1.0,False
5483,1,Non-White,1,0,0,0,4,1.0,1.0,True
3073,1,Non-White,1,0,0,0,3,1.0,4.0,False
1199,0,Non-White,0,0,0,0,8,1.0,1.0,False
3089,1,White,0,0,0,0,0,1.0,2.0,False
5666,1,Non-White,1,0,0,0,5,1.0,4.0,False
2261,1,Non-White,1,0,1,0,3,0.0,1.0,False
2191,1,Non-White,1,0,0,0,3,1.0,60.0,False
3013,1,White,1,0,0,0,0,2.0,2.0,False
3037,1,Non-White,1,0,0,0,3,0.0,0.0,False
5885,1,Non-White,1,0,3,4,15,1.0,91.0,False
1113,1,Non-White,1,0,0,0,0,1.0,17.0,False
1907,1,Non-White,1,0,0,0,1,1.0,3.0,False
5111,1,White,1,0,0,0,11,1.0,1.0,False
984,1,Non-White,0,0,0,0,0,1.0,4.0,False
177,0,White,0,0,0,0,7,1.0,1.0,False
1820,0,Non-White,0,0,0,0,1,1.0,49.0,False
992,1,Non-White,1,0,0,0,4,3.0,2.0,True
4196,1,White,1,0,0,0,0,1.0,1.0,True
5031,0,Non-White,1,0,1,0,7,1.0,116.0,False
5530,1,White,1,0,0,0,3,1.0,1.0,False
5589,1,White,1,0,0,0,5,4.0,1.0,False
2030,1,Non-White,0,0,0,0,0,0.0,1.0,True
1685,1,White,1,0,0,0,0,0.0,0.0,True
5330,0,Non-White,1,0,0,0,1,1.0,1.0,False
5215,1,White,1,0,0,0,4,1.0,1.0,True
4358,1,White,1,0,0,0,1,1.0,51.0,False
4612,0,Non-White,0,0,0,1,2,1.0,40.0,False
2118,1,White,1,0,0,0,0,7.0,7.0,False
5187,1,White,1,0,0,0,3,1.0,1.0,False
2799,1,White,0,0,0,0,1,1.0,1.0,True
1783,1,Non-White,0,0,0,0,0,1.0,5.0,False
5035,1,Non-White,1,0,0,0,17,1.0,1.0,True
752,1,White,1,0,0,0,1,1.0,1.0,False
4636,0,Non-White,0,0,0,1,7,1.0,2.0,False
3371,1,White,1,0,0,0,5,1.0,1.0,False
4984,1,Non-White,0,0,0,0,0,0.0,0.0,False
6033,1,Non-White,0,0,0,0,1,6.0,5.0,True
2011,0,Non-White,1,0,0,0,10,0.0,1.0,True
1226,1,Non-White,0,0,0,0,3,20.0,214.0,False
2023,1,White,1,3,0,0,16,1.0,82.0,True
97,1,Non-White,1,0,0,0,3,0.0,1.0,False
4972,1,Non-White,1,0,1,0,19,1.0,1.0,False
4992,1,White,1,0,0,0,3,1.0,1.0,False
3801,0,Non-White,0,0,0,0,2,0.0,92.0,False
4070,1,White,1,0,0,0,0,1.0,2.0,True
