,decile_score,Race,age,juv_fel_count,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,days_in_jail,c_charge_degree
1984,1,Non-White,1,0,0,0,3,1.0,1.0,False
337,1,White,1,0,0,0,4,1.0,7.0,False
2071,1,Non-White,1,0,0,0,0,0.0,0.0,False
5298,1,Non-White,0,0,0,0,11,1.0,5.0,False
5065,1,Non-White,0,0,0,2,0,1.0,1.0,False
1681,1,Non-White,0,0,0,0,0,0.0,0.0,True
3420,1,Non-White,1,0,0,0,0,0.0,0.0,True
4960,0,Non-White,0,5,1,0,10,0.0,0.0,False
5962,1,Non-White,0,0,0,0,1,1.0,1.0,True
4168,0,White,0,0,0,0,0,2.0,2.0,True
6136,1,White,1,0,0,0,0,7.0,3.0,True
2333,1,White,0,0,0,0,0,1.0,5.0,False
4744,0,White,1,0,0,0,12,1.0,3.0,False
2867,1,Non-White,1,0,0,0,1,1.0,4.0,True
1292,0,Non-White,1,4,0,1,14,1.0,1.0,False
1533,0,Non-White,0,0,0,0,9,1.0,3.0,False
852,1,Non-White,1,0,0,0,1,9.0,5.0,False
2965,1,White,1,0,0,0,3,1.0,1.0,True
1271,1,White,1,0,0,0,1,23.0,1.0,True
1909,1,White,0,0,0,0,0,1.0,1.0,True
4546,1,White,1,0,0,0,0,0.0,0.0,True
1679,1,Non-White,0,0,0,0,0,1.0,29.0,False
4894,1,Non-White,0,0,0,1,0,1.0,1.0,True
3528,1,Non-White,1,0,0,0,9,1.0,2.0,False
527,0,White,0,0,0,0,2,2.0,22.0,False
1946,1,Non-White,1,0,0,0,1,1.0,1.0,True
2239,0,Non-White,0,0,0,1,12,1.0,11.0,True
927,1,Non-White,1,0,0,0,0,0.0,0.0,True
1822,0,Non-White,0,0,0,0,4,0.0,0.0,False
1996,1,Non-White,1,0,0,0,1,1.0,1.0,False
4321,1,White,1,0,0,0,14,1.0,1.0,False
3228,0,Non-White,1,1,0,1,19,1.0,13.0,False
2898,0,Non-White,0,0,0,0,0,1.0,5.0,True
5629,1,White,0,0,0,0,0,3.0,2.0,False
2788,1,Non-White,1,0,0,0,0,1.0,6.0,False
2424,1,Non-White,1,0,0,0,8,1.0,40.0,False
4722,1,Non-White,0,0,0,0,0,1.0,1.0,False
1878,0,Non-White,0,0,0,0,17,1.0,130.0,False
2979,1,Non-White,1,0,0,0,5,1.0,3.0,False
2396,0,White,0,0,0,0,0,1.0,0.0,False
2346,1,Non-White,1,0,0,0,0,1.0,1.0,False
4645,1,Non-White,0,0,0,0,11,1.0,2.0,False
4762,0,Non-White,0,0,0,0,7,1.0,1.0,False
2310,0,Non-White,0,0,0,0,0,1.0,1.0,True
4606,1,Non-White,0,0,0,0,6,1.0,1.0,False
4886,0,Non-White,1,1,0,0,17,0.0,2.0,False
3149,1,White,1,0,0,0,0,1.0,3.0,False
436,1,Non-White,0,0,0,0,0,0.0,0.0,True
176,0,Non-White,0,0,0,0,0,0.0,29.0,False
4662,1,Non-White,0,0,0,0,8,1.0,1.0,True
3635,1,Non-White,0,0,0,0,0,1.0,1.0,False
1961,1,Non-White,0,0,0,0,2,29.0,29.0,True
4773,0,Non-White,0,0,0,0,7,1.0,3.0,False
5110,0,Non-White,1,0,0,0,3,1.0,1.0,False
75,0,Non-White,0,1,0,0,2,0.0,30.0,False
1742,1,White,1,0,0,1,2,1.0,3.0,True
2162,1,White,1,0,0,0,0,1.0,1.0,True
3547,1,Non-White,0,0,0,0,0,4.0,4.0,False
4634,1,Non-White,1,0,0,0,0,1.0,0.0,True
5378,1,Non-White,0,0,0,5,0,1.0,1.0,True
5980,0,Non-White,0,0,0,1,10,1.0,4.0,False
2606,1,Non-White,0,0,0,0,0,1.0,1.0,True
2669,1,Non-White,1,0,0,0,0,1.0,4.0,False
5102,1,Non-White,1,0,0,0,0,1.0,1.0,False
3097,1,White,1,0,0,0,3,1.0,93.0,True
5205,1,Non-White,0,0,0,0,0,1.0,3.0,False
5301,1,Non-White,0,0,0,0,0,0.0,0.0,False
5859,1,Non-White,0,0,0,0,5,9.0,9.0,False
3760,0,White,0,0,0,0,0,0.0,0.0,True
1122,1,White,0,0,0,1,1,22.0,0.0,True
4445,1,White,0,0,0,0,0,1.0,29.0,False
4094,1,White,1,0,0,0,5,0.0,1.0,False
4453,1,White,1,0,0,0,7,1.0,5.0,False
5192,1,Non-White,1,0,0,0,25,1.0,1.0,False
3706,1,Non-White,1,0,0,0,0,1.0,3.0,False
2737,1,Non-White,0,0,0,0,1,1.0,1.0,False
3176,1,White,1,0,0,0,10,0.0,2.0,False
2233,1,Non-White,0,0,1,1,8,1.0,1.0,False
1948,1,White,1,0,0,0,0,1.0,2.0,True
1002,1,Non-White,0,0,0,0,5,1.0,1.0,False
1436,0,Non-White,0,0,1,0,4,27.0,27.0,False
5807,1,White,0,0,0,0,0,1.0,1.0,False
3510,1,Non-White,1,0,0,0,0,1.0,2.0,True
2238,1,Non-White,1,0,0,0,1,1.0,2.0,False
2063,1,Non-White,0,0,0,0,0,0.0,1.0,True
6127,0,Non-White,1,1,0,0,7,1.0,1.0,True
4592,1,Non-White,0,0,0,0,0,0.0,0.0,True
2936,1,Non-White,1,0,0,0,0,0.0,22.0,True
1269,0,White,0,0,2,1,3,1.0,1.0,True
1096,1,Non-White,1,0,0,0,0,1.0,1.0,True
2260,0,Non-White,0,0,0,0,0,1.0,1.0,False
4878,1,Non-White,1,0,0,0,1,1.0,41.0,False
2612,1,Non-White,1,0,0,0,7,0.0,13.0,False
2201,1,White,1,0,0,0,3,1.0,1.0,False
1067,0,Non-White,0,0,0,0,4,27.0,27.0,False
526,1,Non-White,0,0,0,0,0,1.0,8.0,True
5015,1,Non-White,0,0,0,0,1,1.0,1.0,False
3142,1,White,1,0,0,0,2,1.0,41.0,False
6148,1,White,1,0,0,0,0,1.0,1.0,True
1233,1,Non-White,1,0,0,0,2,1.0,34.0,False
4830,1,Non-White,0,0,0,0,2,1.0,1.0,False
4776,1,Non-White,0,0,0,0,0,1.0,50.0,False
6159,1,Non-White,0,0,0,0,0,1.0,5.0,True
388,0,Non-White,0,0,0,0,5,1.0,1.0,False
6107,1,White,0,0,0,0,7,4.0,3.0,True
105,0,Non-White,0,0,0,0,3,1.0,1.0,False
1355,1,Non-White,0,0,0,0,0,1.0,1.0,False
1798,0,Non-White,0,0,0,0,4,1.0,80.0,False
5259,0,Non-White,1,0,0,0,15,1.0,1.0,True
3945,0,Non-White,0,0,1,0,6,1.0,4.0,False
4913,1,White,1,0,0,0,1,1.0,1.0,False
6091,1,Non-White,0,0,0,0,2,1.0,200.0,False
80,0,White,0,0,0,0,9,1.0,1.0,False
3463,1,White,1,0,0,0,7,1.0,1.0,False
5770,1,Non-White,1,0,0,0,7,1.0,2.0,False
291,0,Non-White,0,0,0,0,0,1.0,2.0,True
18,0,Non-White,0,0,0,0,1,1.0,3.0,False
1717,1,Non-White,1,0,0,0,9,1.0,1.0,False
5934,1,White,1,0,0,0,6,1.0,3.0,False
1572,0,Non-White,0,0,0,0,11,15.0,1.0,False
4380,0,Non-White,0,0,1,1,8,1.0,14.0,False
39,1,Non-White,0,0,0,0,0,0.0,0.0,False
1007,1,White,0,0,0,0,0,0.0,1.0,False
4098,1,Non-White,0,0,0,0,2,1.0,83.0,False
5393,1,White,1,0,0,0,9,1.0,118.0,False
5786,0,Non-White,0,1,0,0,3,1.0,60.0,True
5343,0,White,0,0,0,0,1,1.0,11.0,True
5661,1,Non-White,0,0,0,0,2,27.0,1.0,True
6061,1,White,1,0,0,0,5,1.0,1.0,False
5921,1,Non-White,0,0,0,0,2,1.0,2.0,False
5858,1,White,0,0,0,0,1,4.0,1.0,True
4732,1,Non-White,0,0,0,0,0,0.0,1.0,True
221,1,Non-White,0,0,0,0,2,1.0,2.0,False
2502,0,Non-White,1,0,0,0,19,0.0,39.0,False
3121,1,Non-White,1,0,0,0,13,1.0,91.0,False
2690,1,White,1,0,0,0,10,0.0,1.0,True
662,1,White,0,0,0,0,1,0.0,1.0,True
2272,1,Non-White,1,0,0,0,3,1.0,1.0,True
4022,1,White,1,0,0,0,1,1.0,7.0,False
1022,1,Non-White,1,0,0,0,0,1.0,1.0,True
2156,1,Non-White,1,0,0,0,4,0.0,1.0,True
2206,1,Non-White,0,0,0,0,1,1.0,1.0,False
5453,1,White,1,0,0,0,0,0.0,6.0,True
6039,1,White,1,0,0,0,0,0.0,0.0,False
2065,1,White,1,0,0,0,0,1.0,1.0,True
120,0,Non-White,0,1,0,0,1,0.0,3.0,False
872,1,Non-White,0,0,0,0,5,1.0,47.0,True
5877,1,White,1,0,0,0,0,4.0,1.0,True
3595,1,Non-White,0,0,0,0,2,1.0,1.0,False
6057,1,Non-White,1,0,0,0,1,1.0,1.0,False
3535,1,White,1,0,0,0,2,1.0,1.0,True
594,0,Non-White,0,0,1,0,10,0.0,0.0,False
1040,1,Non-White,0,0,0,0,1,1.0,6.0,False
913,1,Non-White,1,0,0,0,10,1.0,1.0,False
4314,1,White,1,0,0,0,2,1.0,83.0,True
809,1,Non-White,1,0,0,0,7,0.0,79.0,False
2150,0,Non-White,0,1,1,0,5,1.0,137.0,False
294,1,White,1,0,0,0,0,1.0,1.0,True
4600,1,White,1,0,0,0,3,1.0,198.0,False
5789,1,Non-White,1,0,0,0,0,1.0,1.0,False
2001,1,White,0,0,0,0,0,1.0,1.0,True
2655,1,White,0,0,0,2,1,1.0,1.0,False
2482,0,White,0,0,2,0,6,1.0,1.0,False
2681,1,White,1,0,0,0,3,1.0,23.0,False
2817,0,Non-White,0,0,0,0,3,1.0,53.0,False
6049,1,White,1,0,0,0,7,1.0,4.0,False
1393,1,Non-White,0,0,0,0,0,1.0,1.0,False
5827,1,Non-White,0,0,0,0,0,1.0,1.0,True
973,1,White,1,0,0,0,4,1.0,1.0,False
1807,1,White,0,0,0,0,0,1.0,0.0,True
4277,1,Non-White,1,0,0,0,0,1.0,1.0,False
5608,1,White,0,0,0,0,1,1.0,30.0,False
3398,1,White,1,0,0,0,0,0.0,0.0,False
1854,1,White,1,0,0,0,0,0.0,0.0,True
2144,1,Non-White,0,0,0,0,0,1.0,1.0,True
1258,1,White,1,0,0,0,14,1.0,28.0,True
3901,1,Non-White,0,0,0,0,0,0.0,0.0,False
4889,1,White,1,0,0,0,0,1.0,1.0,False
2094,1,Non-White,1,0,0,0,1,0.0,0.0,True
5955,0,Non-White,0,0,0,0,0,1.0,1.0,True
95,1,White,1,0,0,0,0,0.0,15.0,False
524,1,Non-White,1,0,0,0,9,0.0,4.0,True
1487,1,Non-White,0,0,0,0,3,23.0,1.0,True
2167,1,Non-White,1,0,0,0,22,1.0,1.0,True
2109,0,Non-White,0,0,1,2,5,1.0,155.0,False
2134,1,White,0,0,0,0,9,0.0,1.0,True
2390,1,Non-White,1,0,0,0,4,1.0,1.0,True
2425,0,Non-White,0,0,0,0,2,1.0,7.0,False
5677,1,Non-White,1,0,0,0,1,0.0,34.0,False
5270,1,White,1,0,0,0,2,1.0,1.0,True
243,0,Non-White,0,0,0,0,1,1.0,2.0,True
832,1,Non-White,0,0,0,0,0,1.0,1.0,False
2790,1,White,0,0,0,0,0,1.0,2.0,True
2672,1,White,1,0,0,0,6,0.0,0.0,True
4336,1,Non-White,0,0,0,0,0,0.0,32.0,True
4183,0,Non-White,1,0,0,0,13,1.0,39.0,True
1911,1,Non-White,1,0,0,0,2,0.0,0.0,False
3807,1,White,1,0,0,0,2,1.0,1.0,True
4812,1,White,1,0,0,0,0,1.0,1.0,True
5919,0,Non-White,0,0,0,0,13,1.0,2.0,False
300,1,Non-White,0,0,0,1,2,1.0,51.0,True
2563,1,Non-White,1,0,0,0,0,1.0,1.0,True
1215,1,Non-White,1,0,0,0,2,1.0,35.0,True
2861,1,Non-White,1,0,0,0,6,1.0,8.0,True
5643,1,White,1,0,0,0,0,0.0,1.0,False
2112,1,White,1,0,0,0,0,0.0,0.0,True
2463,1,Non-White,1,0,0,0,1,1.0,2.0,True
3546,1,Non-White,1,0,0,0,0,1.0,3.0,True
4966,1,Non-White,0,0,0,2,2,1.0,1.0,False
4464,1,White,0,0,0,0,0,0.0,15.0,False
1593,1,Non-White,1,0,0,0,6,1.0,26.0,False
4932,0,Non-White,1,0,0,0,7,1.0,58.0,False
881,1,White,1,0,0,0,2,1.0,2.0,False
3169,1,Non-White,1,0,0,0,3,1.0,13.0,False
530,1,Non-White,1,0,0,0,15,1.0,1.0,False
1588,1,White,1,0,0,0,0,1.0,1.0,True
1210,1,Non-White,1,0,0,0,0,0.0,1.0,True
229,1,Non-White,1,0,0,0,0,1.0,2.0,False
1630,0,Non-White,0,0,0,0,1,1.0,290.0,False
4929,1,Non-White,1,0,0,0,1,2.0,1.0,True
1755,1,Non-White,1,0,0,0,3,1.0,1.0,False
5616,1,White,0,0,0,0,0,2.0,1.0,False
3831,1,White,0,0,0,0,2,1.0,2.0,False
2900,1,Non-White,1,0,0,0,0,1.0,1.0,False
3369,1,White,1,0,0,0,6,1.0,3.0,False
3328,1,Non-White,1,0,0,0,2,1.0,29.0,False
344,1,Non-White,1,0,0,0,11,1.0,110.0,False
3136,1,White,1,0,0,0,2,21.0,19.0,False
346,1,Non-White,0,0,0,0,0,0.0,0.0,True
2521,1,White,1,0,0,0,2,1.0,39.0,True
1135,0,Non-White,0,0,0,2,1,8.0,2.0,False
1093,1,Non-White,0,0,0,0,1,1.0,1.0,False
1926,1,White,1,0,0,0,0,1.0,1.0,False
5625,1,Non-White,0,0,0,0,6,0.0,0.0,False
1130,0,Non-White,0,0,3,1,15,1.0,2.0,False
3900,0,Non-White,0,0,0,0,3,1.0,9.0,False
1903,0,White,0,0,0,0,0,1.0,9.0,True
3786,1,White,1,0,0,0,0,1.0,6.0,False
1418,1,White,1,0,0,0,1,1.0,19.0,True
1560,0,Non-White,1,2,0,0,19,17.0,17.0,True
5729,0,White,0,0,0,0,0,1.0,1.0,False
2131,1,Non-White,0,0,0,0,1,1.0,1.0,True
529,1,Non-White,0,0,0,0,0,0.0,1.0,True
4839,1,Non-White,1,0,0,0,1,1.0,1.0,False
422,1,Non-White,0,0,0,0,7,1.0,1.0,False
4220,0,Non-White,0,0,0,1,1,10.0,10.0,False
3386,0,Non-White,1,0,0,0,6,0.0,0.0,False
574,1,White,0,0,0,0,0,1.0,1.0,True
5648,1,White,1,0,0,0,0,2.0,1.0,True
4269,1,White,1,0,0,0,0,1.0,1.0,True
494,1,Non-White,0,0,0,1,5,1.0,1.0,False
3372,1,Non-White,1,0,0,0,0,1.0,28.0,False
5281,1,White,0,0,0,0,1,1.0,1.0,True
5202,1,Non-White,0,0,0,0,3,1.0,47.0,False
895,1,Non-White,0,0,0,0,4,0.0,1.0,False
3365,1,Non-White,1,0,0,0,4,3.0,3.0,False
3429,1,White,1,0,0,0,0,0.0,0.0,False
6104,1,Non-White,1,0,0,0,3,0.0,0.0,False
5653,1,Non-White,1,0,0,0,5,1.0,1.0,False
6048,1,Non-White,0,0,0,0,1,0.0,0.0,True
4452,1,Non-White,1,0,0,0,8,0.0,1.0,False
1290,1,Non-White,0,0,0,0,0,0.0,1.0,True
2703,1,Non-White,1,0,0,0,0,0.0,0.0,False
3573,1,Non-White,0,0,0,0,0,1.0,1.0,True
5386,1,Non-White,1,0,0,0,9,1.0,1.0,False
2611,1,Non-White,0,0,0,0,0,1.0,1.0,True
3344,1,Non-White,0,0,1,0,1,1.0,1.0,False
5267,1,Non-White,1,0,0,0,0,1.0,1.0,False
4983,1,Non-White,1,0,0,0,5,0.0,37.0,False
273,1,White,0,0,0,0,2,0.0,1.0,True
5798,0,Non-White,0,0,0,0,3,1.0,165.0,False
826,1,Non-White,1,0,0,0,6,0.0,2.0,True
4419,1,Non-White,0,0,0,0,0,1.0,1.0,False
3154,1,Non-White,0,0,0,0,6,0.0,1.0,False
5197,0,White,1,0,1,0,15,0.0,91.0,False
1095,1,White,0,0,0,0,6,1.0,1.0,False
824,1,Non-White,0,0,0,0,0,1.0,1.0,True
679,1,Non-White,1,0,0,0,1,1.0,1.0,True
763,1,White,1,0,0,0,1,1.0,3.0,False
5471,1,Non-White,0,0,0,0,0,1.0,1.0,True
4733,0,White,1,0,0,1,2,1.0,1.0,False
3418,1,White,0,0,0,0,0,1.0,0.0,False
1693,1,Non-White,1,0,0,0,2,1.0,1.0,False
863,1,Non-White,1,0,0,0,0,0.0,1.0,True
1497,1,White,1,0,0,0,2,27.0,1.0,False
99,0,Non-White,1,0,1,0,10,0.0,176.0,False
5163,0,Non-White,1,0,1,0,20,1.0,27.0,False
5389,1,White,0,0,0,0,3,1.0,1.0,False
965,1,Non-White,0,0,0,0,0,1.0,12.0,True
3093,1,White,0,0,0,1,1,1.0,49.0,False
4164,1,Non-White,1,0,0,0,0,0.0,1.0,False
2683,1,Non-White,1,0,0,0,2,15.0,15.0,False
4418,1,Non-White,0,0,0,0,8,1.0,1.0,False
3778,1,Non-White,0,0,0,0,1,1.0,1.0,True
292,1,Non-White,1,0,0,0,0,1.0,1.0,True
543,1,Non-White,0,0,0,1,0,1.0,1.0,False
5705,1,Non-White,1,0,0,0,2,1.0,1.0,False
5294,1,White,1,0,0,0,7,1.0,1.0,True
4801,1,White,0,0,0,0,0,1.0,1.0,True
1032,1,Non-White,0,0,0,0,0,0.0,0.0,False
3666,1,Non-White,1,0,0,0,0,1.0,1.0,True
1930,1,Non-White,1,0,0,0,12,2.0,1.0,False
4671,0,White,0,0,0,0,6,1.0,1.0,False
4638,1,White,1,0,0,0,0,0.0,1.0,True
4285,1,Non-White,1,0,0,0,9,1.0,9.0,False
1265,1,White,1,0,0,0,0,1.0,1.0,True
4943,1,White,1,0,0,0,0,1.0,2.0,False
2188,1,Non-White,1,0,0,0,8,1.0,1.0,False
3214,1,Non-White,1,0,0,0,1,1.0,1.0,False
3640,1,Non-White,0,0,0,1,8,0.0,1.0,True
2880,1,White,1,0,0,0,0,1.0,1.0,False
855,1,White,1,0,0,0,6,0.0,0.0,False
2327,1,White,1,0,0,0,4,1.0,2.0,False
3636,1,White,0,0,0,0,0,1.0,1.0,False
443,1,White,0,0,0,0,4,5.0,5.0,False
2008,1,Non-White,1,0,0,0,1,1.0,1.0,False
2104,0,Non-White,0,0,2,2,20,1.0,30.0,False
5556,0,Non-White,0,0,0,0,2,0.0,1.0,False
2830,1,White,1,0,0,0,0,1.0,2.0,False
3153,1,White,1,0,0,0,4,1.0,18.0,False
5380,1,Non-White,1,0,0,0,2,0.0,31.0,True
4855,1,White,0,0,0,0,0,1.0,1.0,True
3828,1,Non-White,1,0,0,0,13,1.0,142.0,False
2556,0,Non-White,1,0,0,0,7,1.0,19.0,True
5419,1,White,0,0,0,0,0,1.0,2.0,True
5437,1,Non-White,0,0,0,0,0,0.0,1.0,False
5599,0,Non-White,0,0,0,0,0,0.0,1.0,False
899,1,White,1,0,0,0,0,1.0,1.0,False
2605,1,White,1,0,0,0,5,1.0,4.0,False
964,0,Non-White,1,0,0,0,14,1.0,4.0,False
3163,1,White,1,0,0,0,1,30.0,29.0,True
5603,1,White,1,0,0,0,0,1.0,1.0,False
5213,1,Non-White,0,0,0,0,0,1.0,1.0,True
1902,1,Non-White,1,0,0,0,2,5.0,3.0,False
3647,1,Non-White,0,0,0,0,1,1.0,1.0,False
3129,1,Non-White,0,0,0,0,1,0.0,1.0,False
5371,1,Non-White,0,0,0,2,0,1.0,7.0,False
4396,1,Non-White,0,0,0,0,0,1.0,1.0,True
1165,0,Non-White,0,0,3,0,3,0.0,0.0,False
3893,1,Non-White,0,0,1,0,2,1.0,2.0,False
2506,1,Non-White,1,0,0,0,6,1.0,4.0,False
4912,0,White,0,0,0,0,5,1.0,1.0,False
4413,1,White,0,0,0,0,0,1.0,1.0,False
3835,1,White,1,0,0,0,2,1.0,1.0,False
1712,1,Non-White,0,0,0,0,4,1.0,1.0,False
6160,0,Non-White,0,0,1,0,19,0.0,9.0,False
3793,1,Non-White,1,0,0,0,4,4.0,2.0,False
4134,1,Non-White,0,0,0,0,2,1.0,1.0,True
2421,1,Non-White,1,1,0,0,5,29.0,32.0,False
6113,1,Non-White,1,0,0,1,11,1.0,1.0,False
788,1,White,0,0,0,0,2,0.0,2.0,False
265,0,Non-White,0,0,0,0,0,1.0,1.0,False
424,1,Non-White,1,0,0,0,33,0.0,14.0,False
169,1,White,1,0,0,0,1,4.0,2.0,False
3943,1,White,0,0,0,0,2,3.0,2.0,False
6038,1,White,1,0,0,0,1,0.0,1.0,True
4933,0,White,0,0,0,0,7,1.0,43.0,False
4108,1,White,0,0,0,0,0,1.0,343.0,False
2504,1,Non-White,1,0,0,0,2,1.0,1.0,True
5450,0,Non-White,0,0,0,0,1,1.0,4.0,False
4920,1,White,1,0,0,0,13,0.0,66.0,True
5846,1,Non-White,1,0,0,0,6,0.0,1.0,False
503,1,Non-White,0,0,0,0,0,1.0,1.0,True
919,1,Non-White,1,0,0,0,0,0.0,1.0,True
2384,1,Non-White,0,0,0,0,0,3.0,1.0,False
1129,1,Non-White,0,0,0,0,6,1.0,134.0,False
946,1,White,1,0,0,0,1,1.0,2.0,False
3179,0,Non-White,1,0,0,0,4,1.0,24.0,False
4475,1,Non-White,1,0,0,0,14,0.0,0.0,False
1196,1,Non-White,1,0,0,0,0,0.0,5.0,True
1465,1,Non-White,1,0,0,0,0,1.0,1.0,False
3968,1,White,1,0,0,0,2,1.0,1.0,False
2053,1,Non-White,1,0,0,0,0,1.0,1.0,False
573,0,Non-White,0,0,0,1,3,0.0,323.0,False
241,1,White,1,0,0,0,3,1.0,14.0,False
4132,1,Non-White,1,0,0,0,8,1.0,5.0,True
3064,1,White,1,0,0,0,1,1.0,17.0,False
3290,0,Non-White,1,0,1,0,8,0.0,239.0,False
2028,1,White,1,0,0,0,0,1.0,54.0,False
4126,1,Non-White,0,0,0,1,0,1.0,1.0,True
4689,1,White,1,0,0,0,0,1.0,1.0,False
1957,0,Non-White,0,0,3,2,14,0.0,5.0,False
4589,1,Non-White,1,0,0,0,0,1.0,3.0,False
5338,1,Non-White,1,0,3,0,7,1.0,5.0,False
2332,1,Non-White,0,0,0,0,0,1.0,2.0,False
675,1,Non-White,1,0,0,0,0,1.0,1.0,True
3729,1,Non-White,1,0,0,0,0,1.0,1.0,False
2600,1,Non-White,1,0,0,0,5,13.0,2.0,True
1995,0,White,0,0,0,0,1,0.0,0.0,True
977,1,Non-White,0,0,0,0,0,1.0,1.0,False
4062,1,Non-White,0,0,0,0,4,0.0,0.0,True
4971,1,Non-White,1,0,0,2,9,28.0,15.0,True
3634,1,White,0,0,0,0,1,1.0,35.0,True
760,1,Non-White,1,0,0,0,0,1.0,1.0,True
3880,0,Non-White,0,0,0,0,2,1.0,6.0,False
2377,0,Non-White,1,0,0,0,0,1.0,2.0,False
2905,0,White,0,0,0,0,8,0.0,37.0,False
4874,1,White,1,0,0,0,5,1.0,1.0,False
2906,0,White,1,0,0,0,2,1.0,1.0,False
5143,1,Non-White,0,0,0,0,0,1.0,1.0,False
4486,1,Non-White,1,0,0,0,0,1.0,2.0,False
4833,0,Non-White,0,0,0,1,6,0.0,46.0,False
4334,0,White,0,0,0,0,3,1.0,18.0,False
818,1,Non-White,0,0,0,0,2,1.0,6.0,False
4406,1,Non-White,1,0,0,0,11,1.0,0.0,True
4919,1,White,0,0,0,0,1,1.0,1.0,False
1415,1,White,1,0,0,0,1,1.0,21.0,False
6016,1,Non-White,1,0,0,1,5,1.0,7.0,False
2924,1,White,0,0,0,0,1,1.0,1.0,False
5084,1,White,0,0,0,0,8,1.0,1.0,False
555,0,Non-White,1,0,0,0,20,1.0,2.0,False
3542,0,Non-White,1,0,0,0,5,0.0,55.0,False
1989,1,Non-White,1,0,0,0,0,0.0,1.0,False
2117,0,Non-White,1,0,0,0,16,1.0,1.0,False
4845,0,Non-White,0,0,0,0,14,1.0,64.0,False
4840,0,Non-White,0,0,0,0,1,30.0,4.0,False
5100,1,White,1,0,0,0,2,15.0,1.0,True
227,1,Non-White,1,0,0,0,0,1.0,1.0,False
4520,1,Non-White,1,0,0,0,2,1.0,1.0,True
3115,1,White,1,0,0,0,1,1.0,85.0,False
4739,0,Non-White,0,0,0,0,18,0.0,1.0,True
749,0,Non-White,0,0,3,1,6,1.0,136.0,False
3502,1,White,1,0,0,0,1,0.0,1.0,True
2214,1,White,1,0,0,0,1,22.0,2.0,False
5398,1,Non-White,1,0,0,0,0,3.0,1.0,True
2675,1,White,1,0,0,0,9,0.0,0.0,False
5198,1,Non-White,0,0,0,0,0,1.0,1.0,False
1721,1,Non-White,0,0,0,1,3,1.0,1.0,False
2315,1,Non-White,0,0,0,2,0,1.0,1.0,False
1833,1,Non-White,1,0,0,0,3,21.0,0.0,False
3741,1,Non-White,0,0,0,0,4,1.0,2.0,True
399,0,Non-White,0,0,0,0,1,0.0,2.0,False
3451,0,Non-White,0,0,1,0,8,1.0,1.0,True
4783,1,White,0,0,0,0,0,1.0,2.0,False
352,1,Non-White,1,0,0,0,1,1.0,2.0,False
165,1,Non-White,0,0,0,0,0,1.0,1.0,False
425,1,White,0,0,0,0,2,0.0,0.0,False
1509,1,White,1,0,0,0,4,1.0,0.0,False
1154,1,White,1,0,0,0,0,0.0,0.0,False
4977,1,White,1,0,0,0,12,1.0,3.0,False
3130,1,White,0,0,0,0,0,2.0,1.0,True
3125,1,White,1,0,0,0,9,1.0,1.0,False
83,1,White,1,0,0,0,0,0.0,0.0,True
5101,1,White,1,0,0,0,2,12.0,12.0,True
3554,1,White,1,0,0,0,0,1.0,1.0,False
5131,1,White,0,0,0,0,5,16.0,19.0,False
3280,1,Non-White,0,0,0,0,1,0.0,0.0,False
691,1,Non-White,0,0,0,0,14,1.0,1.0,False
3031,1,White,1,0,0,0,9,24.0,20.0,True
3270,1,White,1,0,0,0,0,0.0,0.0,True
3674,1,White,1,0,0,0,0,1.0,1.0,False
3911,1,Non-White,1,0,0,0,6,1.0,2.0,False
276,1,White,0,0,0,0,2,2.0,1.0,True
4667,1,White,1,0,0,0,0,1.0,1.0,True
2045,1,Non-White,1,0,0,0,2,1.0,1.0,False
5782,1,Non-White,1,0,0,0,0,1.0,1.0,True
1986,1,Non-White,0,0,0,0,1,26.0,16.0,False
3071,1,Non-White,1,0,0,0,0,1.0,1.0,True
6056,0,White,0,0,0,0,3,7.0,172.0,True
4401,0,White,1,0,0,0,0,1.0,1.0,False
2840,1,White,1,0,0,0,0,0.0,1.0,True
1724,0,Non-White,1,0,0,0,16,0.0,483.0,False
509,1,Non-White,1,0,0,0,0,1.0,1.0,False
2648,1,Non-White,1,0,0,0,5,0.0,0.0,False
1038,0,Non-White,0,0,8,1,8,1.0,1.0,False
6165,1,Non-White,0,0,0,0,0,1.0,1.0,True
6137,1,Non-White,0,0,0,1,0,1.0,1.0,True
275,1,Non-White,1,0,0,0,0,1.0,12.0,False
3941,1,White,1,0,0,0,1,3.0,0.0,True
199,1,White,0,0,0,0,1,3.0,3.0,False
2763,1,White,1,0,0,0,1,5.0,4.0,True
708,0,Non-White,1,1,0,0,25,1.0,6.0,False
4804,0,Non-White,0,0,1,0,17,1.0,15.0,False
1913,1,Non-White,1,0,0,0,3,1.0,2.0,True
3751,1,White,0,0,0,0,0,1.0,3.0,True
4232,1,Non-White,1,0,0,0,2,0.0,1.0,False
2366,1,Non-White,1,0,0,0,2,1.0,47.0,True
386,1,Non-White,1,0,0,0,5,1.0,119.0,False
2372,1,Non-White,0,0,0,2,3,0.0,7.0,True
5344,1,Non-White,1,0,0,0,2,4.0,0.0,True
3368,1,White,0,0,0,0,2,24.0,23.0,False
1743,1,Non-White,1,0,0,0,1,1.0,1.0,False
1514,1,Non-White,0,0,0,0,0,1.0,1.0,False
794,1,Non-White,1,0,0,0,1,1.0,128.0,False
